trip_id,part,trip_id_unique_station,trip_id_unique,line_id,direction,alternative,cluster,station_index,station_id,station_name,arrival_time,door_closing_time,arrival_is_estimated,latitude,longitude,passengers_up,passengers_continue,mekadem_nipuach_luz,passengers_continue_menupach
316029,?,316029a8,316029a,21088,1,#,????? ?????? ???????????+????? ?????,8,20456,?????/????? ?????,19:05:00,19:05:00,FALSE,32.05214,34.7653,0,5,2.666666667,13.33333333
211827,?,211827c14,211827c,19016,2,0,?? ????,14,25677,?????/?????,11:39:00,11:39:00,FALSE,32.052116,34.79614,0,10,1.4,14
219748,?,219748a8,219748a,21007,2,0,?? ????,8,25258,"???""? ????/???? ??????",20:27:30,,TRUE,32.0408,34.76737,0,4,2.6,10.4
311710,?,311710b8,311710b,18019,2,0,"?????-????""?-?????",8,21584,??????/????????,5:14:00,5:14:00,FALSE,32.05576,34.77253,4,32,11,352
312104,?,312104c2,312104c,22018,2,0,?????-?? ??,2,37571,??? ????/????????,15:18:00,15:18:00,FALSE,32.00356,34.75357,7,7,3.666666667,25.66666667
210883,?,210883b9,210883b,27004,2,0,?? ????,9,25661,"??""?/??""?",5:41:00,5:42:00,FALSE,32.04831,34.79322,6,18,22,396
315072,?,315072c5,315072c,11436,2,0,????-????,5,31634,???? ???,18:03:48,,TRUE,32.012417,34.843014,0,4,1,4
115252,?,115252c30,115252c,12238,1,0,"?""?-?""?",30,20032,??? ??? ???/??? ??? ?'????????,7:36:00,7:37:00,FALSE,32.083687,34.80314,0,15,2.666666667,40
310961,?,310961c31,310961c,34046,2,0,?????-?? ??,31,21553,??' ?? ????/??? ????,14:15:00,14:15:00,FALSE,32.054302,34.77526,4,21,3.75,78.75
120719,?,120719a40,120719a,10551,2,#,???? ????? ?????,40,20215,?????? ??????,12:39:00,12:39:00,FALSE,32.16254,34.84245,0,3,1.666666667,5
114468,?,114468c58,114468c,20048,1,#,?????,58,25349,???? ??????/?????,5:59:00,5:59:00,FALSE,32.065887,34.765514,0,0,4,0
310669,?,310669c20,310669c,10140,1,0,?????-?? ??,20,28632,????? ??????/?? ?????,20:54:00,20:54:00,FALSE,32.052433,34.821583,0,6,2,12
219118,?,219118a16,219118a,11279,1,0,?? ????,16,25749,??? ??? ????/??? ?????,7:48:00,7:48:00,FALSE,32.06979,34.79924,1,16,2.5,40
415345,?,415345a27,415345a,17034,1,0,?????-??? ???,27,26389,?????? ??? ???/???????,18:11:00,,TRUE,32.08331,34.82938,0,6,3,18
110843,?,110843b24,110843b,10575,1,#,???? ????? ?????,24,25071,????? ????????/??? ????,12:47:04,,TRUE,32.10189,34.79278,0,30,2,60
313827,?,313827c14,313827c,20058,1,0,????-????,14,31429,??? ????? ??????????/??????,20:20:00,20:20:00,FALSE,32.04521,34.8658,0,2,1,2
114903,?,114903c24,114903c,10292,1,0,"?""?-?""?",24,32285,??? ???? ????/????????,20:49:00,20:49:00,FALSE,32.075016,34.905247,0,20,4.25,85
219031,?,219031a44,219031a,20022,1,0,?? ????,44,26798,??? ??/????? ??????,14:26:00,14:26:00,FALSE,32.11777,34.83825,0,6,2.75,16.5
310349,?,310349a10,310349a,22089,2,1,"?????-????""?-?????",10,36331,?????/????? ????,6:13:00,6:13:00,FALSE,32.01247,34.77768,3,16,1,16
111661,?,111661b2,111661b,10553,1,#,???? ????? ?????,2,26973,???? ???/??? ???,18:02:33,,TRUE,32.16354,34.80652,0,3,1,3
122069,?,122069a24,122069a,10614,2,#,???? ????? ?????,24,39561,??? ?????/?????,23:11:16,,TRUE,32.28663,34.86203,0,22,1.666666667,36.66666667
110666,?,110666c12,110666c,13138,2,0,"?""?-?""?",12,26271,??? ?'????????/??????,14:59:00,14:59:00,FALSE,32.086205,34.811474,0,9,2,18
115275,?,115275c24,115275c,12149,2,#,?????,24,37017,???????????/?????,21:47:50,,TRUE,32.17776,34.8942,0,8,1.75,14
115309,?,115309c5,115309c,24092,1,0,"?""?-?""?",5,26402,??? ?????/????? ?????,6:11:44,,TRUE,32.089798,34.825962,0,0,1,0
219181,?,219181a5,219181a,16122,2,0,?? ????,5,26595,???? ??????/?????,13:49:00,13:48:00,FALSE,32.10713,34.83351,0,7,1.666666667,11.66666667
315121,?,315121c11,315121c,10236,1,0,????-????,11,25644,"??? ?????/??""?",22:42:00,22:42:00,FALSE,32.053997,34.789974,1,4,2.6,10.4
210219,?,210219b18,210219b,16061,2,0,?????-??? ??,18,26250,???? ????/?????????,14:42:00,14:43:00,FALSE,32.08193,34.80543,1,13,2.875,37.375
221691,?,221691a22,221691a,11204,1,0,?? ????,22,25641,??? ?????/????????,10:20:37,,TRUE,32.05415,34.78791,0,8,2.5,20
111693,?,111693b7,111693b,14026,2,#,???? ????? ?????,7,26618,??' ??? ?????/??????,10:13:00,10:13:00,FALSE,32.11429,34.78973,1,4,1.6,6.4
312665,?,312665c45,312665c,12142,2,0,?? ??-??? ??,45,26353,"??? ??? ???/??""?",10:41:16,,TRUE,32.092903,34.81661,0,13,2.8,36.4
112758,?,112758c52,112758c,10610,1,#,???? ????? ?????,52,37045,"???""?/????? ?????",20:12:08,,TRUE,32.173985,34.92615,0,0,0.666666667,0
112007,?,112007c13,112007c,10551,2,#,???? ????? ?????,13,37169,???? ?????,5:42:00,5:42:00,FALSE,32.129967,34.902164,3,10,0.5,5
121217,?,121217a1,121217a,77015,2,#,???? ????? ?????,1,39719,???? ???????,9:31:00,9:45:00,FALSE,32.03736,34.76203,0,0,2.428571429,0
220077,?,220077a12,220077a,27004,2,0,?? ????,12,23005,?? ?????/???????,23:14:00,23:14:00,FALSE,32.07874,34.76906,2,5,0.545454545,2.727272727
310162,?,310162b23,310162b,21005,2,#,????? ?????? ???????????+????? ?????,23,35778,'?????/????????,14:33:00,14:33:00,FALSE,31.99765,34.77397,2,13,2.25,29.25
317372,?,317372a44,317372a,21004,1,#,????? ?????? ???????????+????? ?????,44,36348,??? ???/??? ?????,21:50:40,,TRUE,32.00788,34.79195,0,0,1.5,0
312447,?,312447c3,312447c,12142,1,0,?? ??-??? ??,3,21356,???? ??????/??????,7:01:00,7:01:00,FALSE,32.110703,34.8379,2,3,3,9
220374,?,220374a17,220374a,17033,2,0,?? ????,17,21232,??? ?? ??????/?????,15:37:00,15:37:00,FALSE,32.08877,34.82271,2,25,2.4,60
120962,?,120962a23,120962a,23012,2,#,???? ????? ?????,23,26302,?. ???? ???????????/??' ????,15:46:00,15:46:00,FALSE,32.10278,34.80697,3,14,2.75,38.5
410271,?,410271a23,410271a,15058,2,0,?????-??? ??,23,21139,?. ???? ?? ???? ??????/?? ???? ?????,6:15:00,6:16:00,FALSE,32.08248,34.79546,0,4,3,12
122631,?,122631a23,122631a,10347,2,#,?????,23,36600,??? ?????????/?????,16:27:00,16:27:00,FALSE,32.18472,34.85507,0,21,2.4,50.4
122637,?,122637a10,122637a,14026,2,#,???? ????? ?????,10,25958,????/????? ?????,20:50:30,,TRUE,32.10506,34.79015,0,3,2.8,8.4
120292,?,120292a26,120292a,12619,1,#,???? ????? ?????,26,28617,????? ???? ???????/???? ???,10:44:11,,TRUE,32.16541,34.82315,0,8,0.5,4
210485,?,210485b2,210485b,26005,1,0,?????-??? ???,2,21666,????? ??????/??? ??? ???,11:10:56,,TRUE,32.09881,34.82747,0,1,3,3
310945,?,310945c21,310945c,12125,2,0,?????-?? ??,21,25244,"??????? ?????/??""?",5:18:39,,TRUE,32.039276,34.76169,0,28,5,140
315101,?,315101c26,315101c,10236,1,0,????-????,26,31268,"?? ???? / ??""?",7:59:00,7:59:00,FALSE,32.02565,34.854237,12,34,1.333333333,45.33333333
322323,?,322323a4,322323a,18099,1,#,????? ?????? ???????????+????? ?????,4,37609,??????/????,21:02:00,21:02:00,FALSE,32.01927,34.80309,1,3,2.4,7.2
312920,?,312920c13,312920c,36079,1,0,????-????,13,32912,??????/??????,20:32:01,,TRUE,32.07789,34.852043,0,2,1.666666667,3.333333333
314894,?,314894c9,314894c,12446,2,0,????-????,9,31638,???? ???? ????/???? 461,16:12:00,16:12:00,FALSE,32.02815,34.87972,1,12,1.333333333,16
310983,?,310983c1,310983c,22018,2,0,?????-?? ??,1,37113,????????,4:49:00,4:49:00,FALSE,32.002384,34.752148,0,0,4,0
211360,?,211360c16,211360c,15058,2,0,?????-??? ??,16,20327,?????/??????,6:21:00,6:21:00,FALSE,32.069748,34.81247,0,0,1.5,0
110939,?,110939b11,110939b,10551,2,#,???? ????? ?????,11,37168,???? ????? ???????/40,11:50:08,,TRUE,32.11646,34.90322,0,3,1.666666667,5
118273,?,118273a28,118273a,13608,2,#,???? ????? ?????,28,31411,????? ??????/?????,8:36:00,8:36:00,FALSE,32.29096,34.86502,0,1,1,1
111099,?,111099c9,111099c,10567,1,1,???? ????? ?????,9,37065,?? ?????/??? ?????,7:26:00,7:26:00,FALSE,32.183167,34.92879,1,3,1,3
122068,?,122068a19,122068a,36035,2,#,???? ????? ?????,19,25644,"??? ?????/??""?",21:20:41,,TRUE,32.054,34.78997,0,4,2,8
110396,?,110396b40,110396b,12619,2,#,???? ????? ?????,40,39188,?????/?? ???,10:53:42,,TRUE,32.29492,34.85293,0,1,0.5,0.5
414260,?,414260a6,414260a,10135,1,2,?????-??? ??,6,26150,?????/???? ???,14:09:03,,TRUE,32.05409,34.82311,0,4,0.5,2
410541,?,410541a33,410541a,39017,1,0,?????-??? ???,33,31434,????? ???? ????/???? ???? ??????,6:30:00,6:30:00,FALSE,32.0768,34.8536,0,2,1,2
219973,?,219973a3,219973a,40044,2,0,?? ????,3,20339,"????? ????""?/????? ???????",20:43:45,,TRUE,32.0381,34.75489,0,1,2.5,2.5
211394,?,211394b13,211394b,35002,1,0,?????-??? ???,13,26402,??? ?????/????? ?????,22:23:00,22:24:00,FALSE,32.0898,34.82596,5,14,1.6,22.4
110143,?,110143b19,110143b,10605,2,#,???? ????? ?????,19,38968,????? ?? ???/????? ??? ????,12:02:02,,TRUE,32.29113,34.85366,0,5,1.307692308,6.538461538
119557,?,119557a17,119557a,10623,1,#,???? ????? ?????,17,20495,???? ??? ??,12:19:00,12:20:00,FALSE,32.18701,34.81541,0,5,1,5
312168,?,312168b2,312168b,53073,2,0,"?????-????""?-?????",2,36402,????/?????,13:47:27,,TRUE,32.02113,34.79874,0,0,11,0
312927,?,312927a17,312927a,11289,2,0,"?????-????""?-?????",17,36366,?????/????????,11:36:00,11:36:00,FALSE,32.0186,34.77084,1,3,2.8,8.4
119838,?,119838a31,119838a,12619,2,#,???? ????? ?????,31,30834,???? ?????,13:14:00,13:14:00,FALSE,32.20192,34.81983,3,13,1.333333333,17.33333333
312169,?,312169c35,312169c,15025,1,0,?????-?? ??,35,21584,??????/????????,22:21:00,22:21:00,FALSE,32.055763,34.772526,1,21,3.142857143,66
314449,?,314449a2,314449a,23096,2,#,????? ?????? ???????????+????? ?????,2,20825,??' ?? ????/??? ????,14:04:49,,TRUE,32.0539,34.77481,0,4,2,8
111457,?,111457c43,111457c,29082,2,0,"?""?-?""?",43,36667,??? ????,14:28:00,14:28:00,FALSE,32.072292,34.89239,0,0,2.375,0
314382,?,314382a5,314382a,21004,2,#,????? ?????? ???????????+????? ?????,5,36343,??? ???/???? ????,13:20:00,13:20:00,FALSE,32.00576,34.79203,1,4,2.5,10
110716,?,110716b27,110716b,10575,2,#,???? ????? ?????,27,33073,"?. ?????? ?""?/?????",19:56:00,19:57:00,FALSE,32.17418,34.91438,0,0,1.666666667,0
111284,?,111284b26,111284b,10610,2,#,???? ????? ?????,26,37860,???? ??? ?????,18:30:28,,TRUE,32.25582,34.86403,0,10,1.333333333,13.33333333
312981,?,312981a7,312981a,16071,2,#,????? ?????? ???????????+????? ?????,7,31446,????? ?????/???????,9:10:09,,TRUE,31.9895,34.76539,0,6,1.555555556,9.333333333
222403,?,222403a39,222403a,13104,2,0,?? ????,39,23018,?????/?????,19:36:00,19:36:00,FALSE,32.06812,34.77105,1,27,2.8,75.6
311682,?,311682c35,311682c,22141,1,0,?????-?? ??,35,36270,??????/????,22:34:19,,TRUE,32.014706,34.76416,0,4,10,40
221610,?,221610a42,221610a,13104,2,0,?? ????,42,21359,?? ?????/???? ?????,13:02:00,13:02:00,FALSE,32.07641,34.76821,1,15,2.5,37.5
115189,?,115189c7,115189c,11266,1,0,"?""?-?""?",7,32554,????? ???/???????,5:02:25,,TRUE,32.07545,34.891777,0,2,2.5,5
110710,?,110710a56,110710a,10606,2,#,???? ????? ?????,56,39718,?. ???? ?????,8:26:00,8:28:00,FALSE,32.31994,34.86803,0,0,0.5,0
314461,?,314461c5,314461c,37085,2,4,????-????,5,32765,??. ??? ??????/???? ????,21:32:00,21:33:00,FALSE,32.001614,34.945293,1,1,1,1
212409,?,212409c25,212409c,17023,1,0,?? ????,25,21001,???? ???/??? ???? ????,12:44:45,,TRUE,32.05961,34.82024,0,1,1,1
121530,?,121530a9,121530a,22006,1,#,???? ????? ?????,9,26600,????? ?????/???? ??????,11:56:00,11:56:00,FALSE,32.10943,34.83298,1,2,1.666666667,3.333333333
310164,?,310164b41,310164b,53073,1,0,"?????-????""?-?????",41,36421,????/??????,19:17:13,,TRUE,32.0188,34.80179,0,3,3.75,11.25
210706,?,210706b26,210706b,20070,2,0,?????-??? ??,26,21414,????? ????/?????,8:32:00,8:35:00,FALSE,32.06461,34.77722,0,2,3,6
111209,?,111209c21,111209c,29082,2,0,"?""?-?""?",21,22980,??? ?'????????/??? ?????,13:57:00,13:58:00,FALSE,32.091434,34.82576,12,29,2.375,68.875
219022,?,219022a28,219022a,40044,2,0,?? ????,28,21455,????? ?????/???? ?????,11:20:00,11:20:00,FALSE,32.10647,34.81634,8,16,2.6,41.6
111871,?,111871b10,111871b,10604,2,#,???? ????? ?????,10,21234,"??' ??""?/???? ?? ????",17:17:05,,TRUE,32.12208,34.79889,0,11,1,11
210019,?,210019c1,210019c,55008,1,0,?? ????,1,26682,???'???,16:07:00,16:07:00,FALSE,32.117203,34.804115,1,1,1.3,1.3
310643,?,310643b40,310643b,12271,2,#,????? ?????? ???????????+????? ?????,40,20503,"???""? ??????/???â€™???",5:48:13,,TRUE,32.11755,34.80597,0,0,2.666666667,0
314644,?,314644c19,314644c,10138,1,0,????-????,19,31408,????? ???? / ????? ????,13:23:00,13:23:00,FALSE,32.025414,34.859627,1,13,1,13
314118,?,314118c22,314118c,21037,2,0,????-????,22,21465,???? ????/??? ???,11:44:27,,TRUE,32.043842,34.816925,0,10,3,30
122492,?,122492a21,122492a,12149,2,1,?????,21,26811,???? ???? ?????,7:44:00,7:44:00,FALSE,32.13389,34.83337,3,25,1.75,43.75
121548,?,121548a26,121548a,10650,1,#,???? ????? ?????,26,25454,?????/??? ???? ????,6:34:00,6:34:00,FALSE,32.06338,34.7785,0,3,2,6
211552,?,211552c7,211552c,17023,2,0,?? ????,7,26094,??? ???? ????/????,8:33:38,,TRUE,32.066383,34.805714,0,11,0.777777778,8.555555556
121203,?,121203a33,121203a,10613,2,#,???? ????? ?????,33,39635,??? ?????/??. ????,0:25:00,0:25:00,FALSE,32.34235,34.85387,0,0,3,0
211055,?,211055a22,211055a,14041,2,0,?? ????,22,25335,????/??????,7:12:47,,TRUE,32.05808,34.7645,0,12,2.5,30
314594,?,314594a5,314594a,13146,2,#,????? ?????? ???????????+????? ?????,5,22970,??? ?????/??? ???,14:28:00,14:28:00,FALSE,32.08754,34.82796,3,7,2,14
310132,?,310132c28,310132c,11119,1,0,"?????-????""?-?????",28,23009,??? ?????/?????,6:55:44,,TRUE,32.06887,34.77083,0,1,1,1
211178,?,211178b10,211178b,16054,1,0,?????-??? ??,10,21483,???????/??????,17:44:00,17:44:00,FALSE,32.05907,34.77429,11,31,2.8,86.8
312943,?,312943c42,312943c,13139,1,0,????-????,42,31441,??? ?????/????? ????? ?????,11:23:01,,TRUE,31.977009,34.777996,0,3,1.333333333,4
311276,?,311276c9,311276c,10240,1,0,?? ??-??? ??,9,23034,??? ?'????????/????,11:32:00,11:32:00,FALSE,32.083675,34.80642,0,8,4,32
115437,?,115437c23,115437c,15066,1,0,"?""?-?""?",23,21196,??????/???? ??????,14:04:08,,TRUE,32.08688,34.808117,0,17,2.555555556,43.44444444
314358,?,314358a25,314358a,11289,1,0,"?????-????""?-?????",25,22931,???????/??' ?? ????,15:25:00,15:25:00,FALSE,32.06003,34.77793,0,14,2.8,39.2
415606,?,415606a15,415606a,15058,2,0,?????-??? ??,15,21137,?????/?????,17:01:00,17:01:00,FALSE,32.06786,34.80858,0,6,2.75,16.5
120311,?,120311a8,120311a,14026,1,#,???? ????? ?????,8,36168,"??? ????/?""? ???????",5:21:00,5:21:00,FALSE,32.0084,34.75493,1,5,3.5,17.5
222073,?,222073a11,222073a,14041,1,0,?? ????,11,20445,??????? ?????/???? ?????,15:22:00,15:22:00,FALSE,32.0484,34.76333,0,5,2.375,11.875
121123,?,121123a20,121123a,10650,1,#,???? ????? ?????,20,20348,??? ????/?â€™????????,14:52:00,14:52:00,FALSE,32.08527,34.79501,0,22,0.75,16.5
314745,?,314745c2,314745c,19205,1,0,????-????,2,31321,???? ???? ????/???? 412,13:46:00,13:46:00,FALSE,32.02691,34.879894,1,1,2.25,2.25
213381,?,213381a2,213381a,39028,1,0,?? ????,2,25346,???? ?????/?????,10:20:07,,TRUE,32.06543,34.76568,0,1,2,2
217847,?,217847a17,217847a,40044,2,0,?? ????,17,21502,??? ???? ????/?????,22:29:00,22:29:00,FALSE,32.06182,34.77783,1,9,2.5,22.5
115255,?,115255c7,115255c,13138,1,0,"?""?-?""?",7,38325,?????? / ????,20:08:01,,TRUE,32.10402,34.875294,0,2,1,2
315873,?,315873a28,315873a,10189,2,0,"?????-????""?-?????",28,21714,??' ?? ????/???????,17:54:00,17:55:00,FALSE,32.05681,34.77664,1,18,2.666666667,48
310157,?,310157c54,310157c,11289,1,0,"?????-????""?-?????",54,33287,??? ?????/????,1:12:18,,TRUE,32.02439,34.8024,0,0,2.4,0
313576,?,313576c14,313576c,15042,2,0,?? ??-??? ??,14,36230,??' ???????/???? ???????,16:28:00,16:28:00,FALSE,32.029896,34.7505,2,19,3.2,60.8
120967,?,120967a12,120967a,23012,2,#,???? ????? ?????,12,26637,?? ???/2088,21:24:54,,TRUE,32.12086,34.79874,0,0,2.5,0
122328,?,122328a12,122328a,13611,2,#,???? ????? ?????,12,20118,???? ?????? ????,14:32:30,,TRUE,32.14144,34.80176,0,8,1,8
220831,?,220831a45,220831a,21007,2,0,?? ????,45,20482,"???""? ??????/???â€™???",20:10:00,20:10:00,FALSE,32.11739,34.80596,0,7,2.6,18.2
120565,?,120565a30,120565a,59021,1,#,???? ????? ?????,30,21830,???? ??????/????,17:02:46,,TRUE,32.11282,34.83969,0,6,2,12
311855,?,311855b23,311855b,18099,1,#,????? ?????? ???????????+????? ?????,23,36199,??????/???,15:44:00,15:44:00,FALSE,32.01859,34.74323,0,5,2.333333333,11.66666667
110432,?,110432c17,110432c,10524,2,#,???? ????? ?????,17,21626,????? ??????/???? ??????,15:43:00,15:43:00,FALSE,32.115128,34.84006,8,19,1,19
211619,?,211619b1,211619b,35002,2,0,?????-??? ???,1,28588,?????????/??????,20:00:00,20:01:00,FALSE,32.08941,34.83879,0,0,2.833333333,0
311480,?,311480a17,311480a,21004,2,#,????? ?????? ???????????+????? ?????,17,36403,????/?????,7:15:00,7:15:00,FALSE,32.02114,34.79889,0,5,2,10
218472,?,218472a12,218472a,20022,2,0,?? ????,12,26456,????? ?????/???? ?????,9:55:54,,TRUE,32.10999,34.83225,0,2,2.5,5
310203,?,310203c18,310203c,10189,1,0,"?????-????""?-?????",18,25632,??? ??????/???????,8:46:00,8:46:00,FALSE,32.076683,34.781315,1,21,2.25,47.25
313461,?,313461c13,313461c,20036,1,0,????-????,13,21023,?. ???? ?????,9:36:00,9:37:00,FALSE,32.072666,34.79339,8,22,2.75,60.5
211607,?,211607b25,211607b,42053,2,0,?????-??? ???,25,23013,?.?????? ?? ???? ???? 7/?????,18:01:00,18:01:00,FALSE,32.05564,34.78046,0,0,3,0
311168,?,311168b25,311168b,10129,2,0,"?????-????""?-?????",25,33196,????/??????,8:28:00,8:28:00,FALSE,32.00655,34.76468,2,14,3.25,45.5
311623,?,311623b19,311623b,10189,2,0,"?????-????""?-?????",19,31461,????? ????/???????,22:57:09,,TRUE,32.02369,34.77457,0,19,2.4,45.6
312249,?,312249b10,312249b,12171,1,#,????? ?????? ???????????+????? ?????,10,21672,????? ??? ????/???????,18:01:00,18:01:00,FALSE,32.11253,34.79766,3,12,2.857142857,34.28571429
310147,?,310147a13,310147a,18019,1,0,"?????-????""?-?????",13,38170,????? ??? ????/????? ??,5:01:56,,TRUE,31.98259,34.77123,0,13,4.333333333,56.33333333
119832,?,119832a4,119832a,10524,1,#,???? ????? ?????,4,36604,???? ?????? ??? ????/??? ???????,8:48:00,8:51:00,FALSE,32.18875,34.85473,2,2,1.333333333,2.666666667
211218,?,211218b36,211218b,17009,2,0,?? ????,36,26621,??' ??? ?????/???????,10:25:54,,TRUE,32.12112,34.79132,0,0,1.066666667,0
310157,?,310157c34,310157c,11289,1,0,"?????-????""?-?????",34,25276,??' ????? ????/?????,0:45:15,,TRUE,32.041298,34.7761,0,2,2.4,4.8
311942,?,311942c50,311942c,12142,2,0,?? ??-??? ??,50,21449,???? ???/???? ??????,14:44:00,14:44:00,FALSE,32.105465,34.827797,0,8,2.333333333,18.66666667
110843,?,110843b23,110843b,10575,1,#,???? ????? ?????,23,21423,???? ?????/?????,12:46:20,,TRUE,32.10343,34.7958,0,30,2,60
414222,?,414222a1,414222a,13039,1,0,?????-??? ??,1,20277,???? ?????/??????,14:07:00,14:08:00,FALSE,32.09888,34.77975,1,1,2.6,2.6
313603,?,313603c5,313603c,20036,2,0,????-????,5,31312,???? / ??????,20:42:57,,TRUE,32.030857,34.86443,0,2,2.6,5.2
415836,?,415836a19,415836a,12161,1,0,?????-??? ???,19,26249,???? ????/?????????,17:09:00,17:09:00,FALSE,32.08175,34.80579,3,25,2.833333333,70.83333333
120400,?,120400a32,120400a,77015,2,#,???? ????? ?????,32,20309,??? ????/??? ??????,15:47:00,15:48:00,FALSE,32.0539,34.77959,0,11,3.333333333,36.66666667
110974,?,110974c48,110974c,10531,2,1,???? ????? ?????,48,37059,?????/????,9:29:00,9:29:00,FALSE,32.179657,34.877987,0,0,1.666666667,0
311532,?,311532a42,311532a,21088,1,#,????? ?????? ???????????+????? ?????,42,33424,???? ???????/??? ?????,9:04:00,9:04:00,FALSE,32.00739,34.79071,0,4,3,12
210613,?,210613b8,210613b,15058,1,0,?????-??? ??,8,20274,?????? ????/????? ????,12:14:36,,TRUE,32.08948,34.8061,0,3,2.25,6.75
312727,?,312727c29,312727c,15042,1,0,?? ??-??? ??,29,21619,??' ?? ????/???????,21:21:34,,TRUE,32.058643,34.777447,0,23,3.4,78.2
416534,?,416534a22,416534a,42053,1,0,?????-??? ???,22,21558,"?????? ????????/???? ??""?",17:19:00,17:20:00,FALSE,32.0757,34.83384,1,24,3.2,76.8
316010,?,316010a34,316010a,16076,1,#,????? ?????? ???????????+????? ?????,34,26258,??? ??? ???/??????,18:29:00,18:29:00,FALSE,32.08826,34.80745,0,14,1,14
219089,?,219089a24,219089a,14041,1,0,?? ????,24,36230,??' ???????/???? ???????,22:26:00,22:26:00,FALSE,32.0299,34.7505,0,0,2.8,0
413666,?,413666a12,413666a,35002,2,0,?????-??? ???,12,26390,?? ????/??? ????,14:31:00,14:32:00,FALSE,32.08083,34.83095,1,26,3,78
311865,?,311865c1,311865c,16040,1,0,?? ??-??? ??,1,26313,?. ???? ???????????/????,10:12:00,10:14:00,FALSE,32.10486,34.80389,4,4,3.2,12.8
318811,?,318811a46,318811a,21004,1,#,????? ?????? ???????????+????? ?????,46,36344,???? 2000/???? ????,22:03:57,,TRUE,32.00457,34.79391,0,0,1.5,0
122199,?,122199a21,122199a,10347,2,#,?????,21,28642,????? ???? ?????/???? ????,12:28:00,12:28:00,FALSE,32.17748,34.83711,0,12,1.666666667,20
311347,?,311347c29,311347c,16040,2,0,?? ??-??? ??,29,25385,????/????,6:46:00,6:46:00,FALSE,32.059498,34.76726,1,43,3,129
310782,?,310782c16,310782c,27087,2,#,????? ?????? ???????????+????? ?????,16,36195,??? ????/??? ?? ??????,20:59:00,20:59:00,FALSE,32.023994,34.740337,1,8,2.25,18
311763,?,311763b30,311763b,18019,2,0,"?????-????""?-?????",30,31657,???? ???? ???????,10:15:00,10:15:00,FALSE,31.98807,34.76432,0,5,0.444444444,2.222222222
121151,?,121151a14,121151a,77015,1,#,???? ????? ?????,14,20310,????? ?????/?????,9:21:00,9:21:00,FALSE,32.04864,34.78112,1,13,2.833333333,36.83333333
115280,?,115280c19,115280c,15066,2,0,"?""?-?""?",19,21644,??? ?'????????/????,20:41:00,20:41:00,FALSE,32.083115,34.80505,2,42,3.444444444,144.6666667
218544,?,218544a24,218544a,17031,2,0,?? ????,24,24090,?. ?????? ?? ????/???????,13:04:00,13:04:00,FALSE,32.05646,34.78069,2,21,2.6,54.6
411170,?,411170a28,411170a,20070,2,0,?????-??? ??,28,23013,?.?????? ?? ???? ???? 7/?????,8:48:00,8:48:00,FALSE,32.05564,34.78046,0,0,3,0
111242,?,111242b14,111242b,10613,2,#,???? ????? ?????,14,30838,???? ???????,9:10:00,9:11:00,FALSE,32.26071,34.83822,0,42,0.666666667,28
219090,?,219090a12,219090a,14041,2,0,?? ????,12,25224,???/???? ?????,23:12:06,,TRUE,32.04126,34.75154,0,1,2.4,2.4
315854,?,315854a33,315854a,12172,1,0,"?????-????""?-?????",33,36353,??? ???/????????,19:01:00,19:01:00,FALSE,32.01091,34.79234,0,9,2.8,25.2
120430,?,120430a8,120430a,22006,2,#,???? ????? ?????,8,26621,??' ??? ?????/???????,15:34:00,15:35:00,FALSE,32.12112,34.79132,4,4,2.666666667,10.66666667
122616,?,122616a39,122616a,10614,1,#,???? ????? ?????,39,26516,"???? ??""?/?????""? ????",17:21:00,17:25:00,FALSE,32.08235,34.83519,0,1,0.666666667,0.666666667
313155,?,313155c34,313155c,13139,1,0,????-????,34,31483,???????/??????,9:22:29,,TRUE,31.963926,34.799385,0,9,1.333333333,12
310418,?,310418a6,310418a,21005,2,#,????? ?????? ???????????+????? ?????,6,36389,?? ???????/??????,6:15:00,6:15:00,FALSE,32.03291,34.76774,1,3,0.5,1.5
111468,?,111468b36,111468b,14026,2,#,???? ????? ?????,36,36179,??? ???/??????,10:04:51,,TRUE,32.01434,34.75894,0,-1,1.6,-1.6
310320,?,310320c24,310320c,22141,2,0,?????-?? ??,24,34015,"????? ??""?/??? ???",15:31:06,,TRUE,32.01009,34.790092,0,8,2.666666667,21.33333333
311922,?,311922b45,311922b,21088,1,#,????? ?????? ???????????+????? ?????,45,33468,????? ???? ???/???? ???????,15:40:00,15:40:00,FALSE,32.00582,34.7902,0,2,3,6
118336,?,118336a29,118336a,16024,2,#,???? ????? ?????,29,27071,"???? ??""?/??' ??""?",18:21:00,18:21:00,FALSE,32.11905,34.81236,2,15,2.8,42
122482,?,122482a14,122482a,11501,1,2,???? ????? ?????,14,26905,???????/?? ??????,6:17:00,6:18:00,FALSE,32.16726,34.84214,5,15,1.5,22.5
320759,?,320759a25,320759a,12172,2,0,"?????-????""?-?????",25,31461,????? ????/???????,11:05:00,11:05:00,FALSE,32.02369,34.77457,6,29,2.75,79.75
113768,?,113768c30,113768c,12238,1,0,"?""?-?""?",30,26287,??? ??? ???/??????,10:33:00,10:33:00,FALSE,32.09077,34.811474,1,6,2.5,15
312069,?,312069c46,312069c,17043,1,0,?? ??-??? ??,46,31903,"????? ????? ????/??? ??""?",21:16:19,,TRUE,32.062904,34.845844,0,1,3,3
